id,canonical_name,synonyms
gp100_plasmid_dna_vaccine,gp100 Plasmid DNA vaccine,"['human gp100 plasmid DNA vaccine', 'gp100 Plasmid DNA vaccine']"
neoantigen_loaded_dendritic_cell_vaccine,Neoantigen loaded dendritic cell vaccine,['Neoantigen loaded dendritic cell vaccine']
lupartumab_amadotin,Lupartumab amadotin,"['BAY-1129980', 'BAY1129980', 'BAY 1129980', 'Lupartumab amadotin']"
eculizumab,Eculizumab,"['Soliris', 'Eculizumab']"
u0126,U0126,['U0126']
ast-vac2_vaccine,AST-VAC2 vaccine,['AST-VAC2 vaccine']
intensity-modulated_radiation_therapy_-lpar-imrt-rpar-,Intensity-modulated radiation therapy (IMRT),"['IMRT', 'Intensity-modulated radiotherapy', 'Intensity-modulated radiation therapy (IMRT)']"
mage-a4,IMC-C103C,['IMC-C103C']
cudc-907,CUDC-907,"['C576940', 'CUDC 907', 'PI3K/HDAC inhibitor CUDC-907', 'CUDC-907']"
lyc-55716,LYC-55716,"['cintirorgon', 'RORγ Agonist', 'LYC 55716', 'LYC-55716']"
bay_2416964,BAY 2416964,"['BAY2416964', 'BAY-2416964', 'BAY 2416964']"
csc-dc,CSC-DC,"['cancer stem cells loaded DC', 'cancer stem cell vaccine', 'CSC-DC']"
4scar-276,4SCAR-276,['4SCAR-276']
glatiramer_acetate,Glatiramer acetate,"['COPAXONE', 'Glatiramer acetate']"
max-40279-01,MAX-40279-01,"['MAX  40279', 'MAX 40279', 'MAX-40279', 'MAX-40279-01']"
dasatinib,Dasatinib,"['Sprycel', 'BMS-354825', 'BMS 354825', 'BMS354825', 'Dasatinib']"
gp96,HS-410,"['gp96-secreting allogeneic bladder cancer cell vaccine HS-410', 'HS-410']"
flurbiprofen,Flurbiprofen,"['MPC-7869', 'U-27,182', 'Ansaid', 'E-7869', 'BTS 18,322', 'Flurbiprofen']"
-lpar--lpar-177-rpar-lu-rpar--girentuximab,177Lu-girentuximab,"['Lu-177-DOTA-girentuximab', '(177)Lu-cG250', 'Lu-177-DOTA-cG250', '177Lu-girentuximab']"
hdm201,HDM201,['HDM201']
enoblituzumab,Enoblituzumab,"['MGA271', 'Enoblituzumab']"
merestinib,Merestinib,"['c-Met inhibitor LY2801653', 'LY2801653', 'Merestinib']"
minnelide,Minnelide,"['Triptolide analogue', 'Minnelide']"
gt103,GT103,['GT103']
tofacitinib,Tofacitinib,"['CP-690,550', 'Tofacitinib']"
aglatimagene_besadenovec,Aglatimagene besadenovec,"['ProstAtak', 'adv/hsv-tk', 'GMCI™', 'adv-tk', 'GMCI', 'Aglatimagene besadenovec']"
elemene,Elemene,"['beta-elemene', 'Elemene']"
alvespimycin,Alvespimycin,"['17-DMAG HCL', 'NSC707545', 'KOS1022', 'NSC 707545', 'Alvespimycin hydrochloride', 'KOS-1022', 'D06554', '17-DMAG', 'KOS 1022', '17DMAG', 'C448659', 'BMS-826476', 'Alvespimycin HCl', 'Alvespimycin']"
bo-112,BO-112,"['BO 112', 'BO-112']"
nedaplatin,Nedaplatin,"['D01416', 'CGDP-II', 'Nedaplat', 'C053989', 'NSC-375101D', 'NSC 375101D', 'Aqupla', '254 S', '254-S', 'Nedaplatin']"
grnvac1,GRNVAC1,['GRNVAC1']
mor03087,MOR03087,"['MOR202', 'TJ202', 'MOR03087']"
alt-801,ALT-801,"['IL-2 recombinant fusion protein ALT-801', 'ALT-801']"
f5_tcr_transgenic_cells_adoptive_transfer_therapy,F5 TCR transgenic cells adoptive transfer therapy,['F5 TCR transgenic cells adoptive transfer therapy']
pamrevlumab,Pamrevlumab,"['FG-3019', 'Pamrevlumab']"
bm7pe,BM7PE,['BM7PE']
vadastuximab_talirine,Vadastuximab talirine,"['h2H12ec-SGD-1910', 'SGN-CD33A', 'h2H12ec-mc-val-ala-SGD-1882', 'Vadastuximab talirine']"
ars-1620,ARS-1620,['ARS-1620']
ladademstat,Ladademstat,"['ORY-1001', 'RG-6016', 'Ladademstat']"
cc-90011,CC-90011,"['CC90011', 'CC 90011', 'CC-90011']"
ccl21_vaccine,CCL21 vaccine,"['DC-AdCCL21', 'CCL21 vaccine']"
_dcs_pulsed_with_htert_988y-comma-_her2-slash-_neu_369--etctsb7v,"DCs pulsed with hTERT, Her2/neu peptides","['DCs pulsed with hTERT 988Y, Her2/ neu 369V2V9, Her2/neu 689, PADRE peptides', 'DCs pulsed with hTERT, Her2/neu peptides']"
ctx120,CTX120,['CTX120']
225ac-fpi-1434,225Ac-FPI-1434,['225Ac-FPI-1434']
skb264,SKB264,['SKB264']
incb059872,INCB059872,"['INCB59872', 'INCB059872']"
bix02189,BIX02189,['BIX02189']
ccnb1_peptide-pulsed_autologous_dendritic_cell_vaccine,CCNB1 peptide-pulsed autologous dendritic cell vaccine,"['cyclin B1 peptide-pulsed autologous dendritic cell vaccine', 'CCNB1 peptide-pulsed autologous dendritic cell vaccine']"
bexarotene,Bexarotene,"['Targretin', 'Bexarotene']"
bi_836826,BI 836826,"['mAb 37.1', 'BI836826', 'anti-CD37 monoclonal antibody BI 836826', 'BI 836826']"
amg_404,AMG 404,['AMG 404']
cb-5339,CB-5339,"['CB 5339', 'CB5339', 'CB-5339']"
xnw7201,XNW7201,['XNW7201']
e7_tcr_t,E7 TCR T,['E7 TCR T']
clbr001,CLBR001,['CLBR001']
autologous_anti-bcma-car-4-1bb-cd3zeta-expressing_memo--etc3gvuy,Autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing memory T cells bb21217,"['BB 21217', 'BB-21217', 'BB21217', 'Autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing memory T cells bb21217']"
ca-4948,CA-4948,"['AU 4948', 'CA 4948', 'CA-4948']"
syn004,SYN004,"['SYN-004', 'SYN004']"
shr-1802,SHR-1802,"['SHR 1802', 'SHR-1802']"
bms-986004,BMS-986004,"['BMS 986004', 'BMS-986004']"
liposomal_sn-38,Liposomal SN-38,"['SN-38 liposome', 'LE-SN38', 'Liposomal SN-38']"
ipilimumab,Ipilimumab,"['BMS-734016', 'IBI310', 'Yervoy', 'mdx-010', 'Ipilimumab']"
isavuconazole,Isavuconazole,"['CRESEMBA', 'Isavuconazole']"
imu-131,IMU-131,"['HER-Vaxx', 'MU-131 HER2/Neu peptide vaccine', 'HER-Vaxx peptide vaccine', 'IMU-131 vaccine', 'P467-CRM197/Montanide vaccine IMU-131', 'HER-2-positive B-cell peptide antigen IMU-131', 'IMU-131']"
tg4050,TG4050,['TG4050']
bms-813160,BMS-813160,['BMS-813160']
zn-c3,ZN-c3,['ZN-c3']
gemcitabine,Gemcitabine,"['Gemcitabine Hydrochloride', 'Gemzar', 'Gemcitabine']"
glr2007,GLR2007,['GLR2007']
allogeneic_myeloma_vaccine,Allogeneic Myeloma Vaccine,"['allogeneic granulocyte macrophage colony-stimulating factor-transfected myeloma cell vaccine', 'allogeneic GM-CSF-based myeloma cell vaccine', 'Allogeneic Myeloma Vaccine']"
ds-1205c,DS-1205c,"['DS 1205c', 'DS1205c', 'DS-1205c']"
pf-4708671,PF-4708671,['PF-4708671']
uv1_vaccine,UV1 vaccine,"['UV1', 'UV1/hTERT peptide vaccine', 'UV1 telomerase peptide vaccine', 'UV1 synthetic peptide vaccine', 'UV1 vaccine']"
lutetium_lu_177_satoreotide_tetraxetan,Lutetium Lu 177 satoreotide tetraxetan,"['177Lu-DOTA-[Cpa-c(DCys-Aph(Hor)-DAph(Cbm)-Lys-Thr-Cys)-DTyr-NH2]', 'Lu-177 OPS-201', '177Lu-DOTA-Cpa-c[d-Cys-Aph(Hor)-d-Aph(Cbm)-Lys-Thr-Cys]-d-Tyr-NH2', 'satoreotide tetraxetan lutetium-177', '177Lu-satoreotide tetraxetan', '177Lu-DOTA-JR11', 'Lutetium Lu 177 satoreotide tetraxetan']"
cobalamin,Cobalamin,"['B12 vitamin', 'vitamin B-12', 'vitamin B12', 'vitamin-B12', 'Cobalamin']"
pentamidine,Pentamidine,"['Aerosolized Pentamadine', 'Pentamidine']"
codrituzumab,Codrituzumab,"['RO 5137382', 'RO-5137382', 'GC-33', 'RO5137382', 'RG 7686', 'GC33', 'RG7686', 'RG-7686', 'C000619938', 'Codrituzumab']"
nir178,Taminadenant,"['NIR 178', 'PBF-509', 'PBF509', 'NIR178', 'Taminadenant']"
ro5126766,RO5126766,"['vs-6766', 'CH5126766', 'RO5126766']"
cue-101,CUE-101,['CUE-101']
gb222,GB222,['GB222']
bay_1251152,BAY 1251152,['BAY 1251152']
jnj-64407564,JNJ-64407564,['JNJ-64407564']
pioglitazone,Pioglitazone,"['Pioz', 'Actos', 'Glizone', 'Glustin', 'Pioglitazone']"
copanlisib,Copanlisib,"['BAY80-6946', 'Copanlisib']"
ginsenoside_rg3,Ginsenoside Rg3,['Ginsenoside Rg3']
pf06650808,PF06650808,"['PF-06650808', 'PF06650808']"
pac-1,PAC-1,"['VO-100', 'Procaspase activating compound-1', 'PAC-1']"
dcb-bo1301,DCB-BO1301,"['DCB BO 1301', 'DCB-BO1301']"
rf-tyr_vaccine,rF-TYR Vaccine,"['rF-TYR vaccine (Tyrosinase-Fowl Pox)', 'recombinant fowlpox-tyrosinase vaccine', 'rF-TYR Vaccine']"
mitumprotimut-t,Mitumprotimut-T,['Mitumprotimut-T']
aicar,AICAR,"['AICA Ribonucleotide', 'AICAR']"
nutlin-3a,Nutlin-3a,['Nutlin-3a']
mil_vaccine,MIL vaccine,"['aMIL', 'marrow-infiltrating lymphocytes', 'activated marrow infiltrating lymphocytes', 'MIL vaccine']"
18f-fluoromisonidazole,18F-fluoromisonidazole,"['18F-FMISO', '18F-fluoromisonidazole']"
patidegib,Patidegib,"['Smoothened antagonist IPI-926', 'IPI 926', 'Patidegib topical gel', 'Patidegib hydrochloride', 'IPI-926', 'Hedgehog pathway inhibitor IPI-926', 'Saridegib hydrochloride', 'Saridegib', 'Patidegib']"
ator-1015,ATOR-1015,"['ADC 1015', 'ADC1015', 'ATOR1015', 'ADC-1015', 'ATOR 1015', 'ATOR-1015']"
chir-99021,CHIR-99021,"['CT 99021', 'CHIR-99021']"
sl_0101-1,SL 0101-1,['SL 0101-1']
pepcan,PepCan,['PepCan']
vinorelbine,Vinorelbine,"['Vinorelbine Tartrate', 'Navelbine', 'Vinorelbine']"
kd033,KD033,"['Anti-PD-L1/IL-15 fusion protein', 'KD033']"
1650-g_vaccine,1650-G vaccine,"['vaccine 1650-G', '1650-G vaccine']"
asparaginase_erwinia_chrysanthemi,Asparaginase Erwinia chrysanthemi,"['Crisantaspase', 'L-asparaginase', 'Erwinase', 'Erwinaze', 'Erwinia asparaginase', 'Asparaginase Erwinia chrysanthemi']"
pd-173074,PD-173074,"['PD173074', 'PD 173074', 'PD-173074']"
azd7648,AZD7648,"['AZD 7648', 'AZD-7648', 'AZD7648']"
com902,COM902,['COM902']
amg_595,AMG 595,"['anti-EGFRvIII antibody drug conjugate AMG 595', 'AMG-595', 'C000607290', 'anti-EGFRvIII-DM1 immunoconjugate AMG 595', 'AMG595', 'AMG 595']"
torkinib,Torkinib,"['PP242', 'Torkinib']"
osu-03012,OSU-03012,"['AR-12', 'OSU-03012']"
mk-8776,MK-8776,"['SCH 900776', 'MK-8776']"
chloroquine,Chloroquine,['Chloroquine']
sn-38,SN-38-loaded polymeric micelles,"['7-ethyl-10-hydroxycamptothecin', 'NK012', 'SN-38-11', 'SN-38-loaded polymeric micelles NK012', 'SN 38', 'SN-38-loaded polymeric micelles']"
gi-4000,GI-4000,"['GI-4000 vaccine', 'GI-4000']"
bupivacaine,Bupivacaine,"['Sensorcaine', 'Marcaine', 'Marcain', 'Bupivacaine']"
bt1718,BT1718,['BT1718']
curcumin,Curcumin,['Curcumin']
cgtg-401,CGTG-401,"['Ad5/3-hTERT-CD40L', 'CGTG-401']"
tarloxotinib_bromide,Tarloxotinib bromide,"['TH-400', 'Tarloxotinib bromide']"
domatinostat,Domatinostat,"['4SC-202', 'Domatinostat']"
car-t-colon-_anti-cd22-comma-_ii_generation_-lpar-cd3z--etcwgndg,"CAR-T: Anti-CD22, II generation (CD3zeta_4-1BB)","['CAR-T: Anti-CD22, II generation (CD3zeta_4-1BB)']"
psca_peptide-loaded_dendritic_cells,PSCA peptide-loaded dendritic cells,"['PSCA 14-22 (ALQPGTALL) peptide-loaded dendritic cells', 'Prostate stem cell antigen peptide-loaded dendritic cells', 'PSCA peptide-loaded dendritic cells']"
rf-psa_vaccine,rF-PSA vaccine,"['recombinant fowlpox virus/prostate-specific antigen gene', 'rF-PSA vaccine']"
anti-mage-a3-dp4_tcr_pbl,anti-MAGE-A3-DP4 TCR PBL,"['HLA-DP0401/0402-restricted', 'MAGE-A3-reactive T cell receptor-transduced autologous T cells', 'anti-MAGE-A3-DP4 TCR PBL']"
chiauranib,Chiauranib,"['CS2164', 'Chiauranib']"
e7386,E7386,"['E 7386', 'E7386']"
cct301-59,CCT301-59,['CCT301-59']
alkotinib,Alkotinib,"['ZG-0418', 'ZG0418', 'ZG 0418', 'Alkotinib']"
cytokine-induced_killer_cells,Cytokine-induced killer cells,"['Autologous CIK Cells Infusion', 'Cytokine-induced killer cells']"
cc-223,CC-223,['CC-223']
aminolevulinic_acid_hydrochloride,Aminolevulinic acid hydrochloride,"['amino-levulinic acid hydrochloride', 'Ameluz', 'Levulan Kerastick', 'delta-aminolevulinic acid hydrochloride', 'aminolevulinic acid', 'Levulan', 'aminolevulinic acid HCl', '5-aminolevulinic acid', 'ALA HCl', 'Aminolevulinic acid hydrochloride']"
talazoparib,Talazoparib,"['PF-06944076', 'Talzenna', 'BMN-673', 'BMN673', 'Talazoparib']"
doxycycline,Doxycycline,"['Vibramycin', 'Doxycycline']"
mage-3a-dot-2_peptide,MAGE-3A.2 peptide,['MAGE-3A.2 peptide']
sunitinib,Sunitinib,"['Sutent', 'Sunitinib Malate', 'SU011248', 'Sunitinib']"
testosterone,Testosterone,"['Testro AQ', 'AndroGel', 'Mertestate', 'trans-testosterone', 'Testostroval', 'Testolin', 'therapeutic testosterone', 'Virosterone', 'Testostroval-PA', 'Testoderm', 'Testosterone gel', 'Testosterone']"
medi-4276,MEDI-4276,"['MEDI4276', 'MEDI 4276', 'MEDI-4276']"
etodolac,Etodolac,"['Lodin', 'Lodine', 'Etodolic Acid', 'Ultradol', 'Etodolac']"
amg_900,AMG 900,"['Aurora kinase inhibitor AMG 900', 'AMG-900', 'AMG 900']"
apg101,APG101,"['CAN008', 'CAN-008', 'APG-101', 'APG101']"
tremelimumab,Tremelimumab,"['CP-675,206', 'Tremelimumab']"
ropeginterferon_alfa-2b,Ropeginterferon alfa-2b,"['AOP2014', 'PEG-proline-interferon alpha-2b', 'PEG-P-IFN-alfa-2b', 'PEG-P-IFN-alpha-2b', 'AOP2014/P1101', 'P1101', 'Ropeginterferon alfa-2b']"
amg_562,AMG 562,"['AMG-562', 'AMG562', 'AMG 562']"
zm-447439,ZM-447439,['ZM-447439']
cmp-001,CMP-001,['CMP-001']
89zr-mmot0530a,89Zr-MMOT0530A,['89Zr-MMOT0530A']
rivogenlecleucel,Rivogenlecleucel,"['allogeneic T lymphocytes BPX-501', 'BPX-501', 'Rivogenlecleucel']"
ino-9012,INO-9012,['INO-9012']
ft538,FT538,"['FT-538', 'FT 538', 'FT538']"
ab-106,AB-106,"['DS-6051b', 'DS-6051', 'AB-106']"
ly3405105,LY3405105,['LY3405105']
sulforaphane,Sulforaphane,"['sulphoraphane', 'sulfaforaphane', 'sulforafan', 'Sulforaphane']"
rg6194,RG6194,"['BTRC 4017A', 'BTRC-4017', 'RG 6194', 'BTRC4017A', 'ARG-6194', 'RG6194']"
tqb3473,TQB3473,['TQB3473']
dcvax-lung,DCVax-Lung,"['dendritic cell-autologous lung tumor vaccine', 'DCVAX-L', 'DCVax-Lung']"
sco-101,SCO-101,['SCO-101']
dc-gp100-mart-1,DC-gp100-MART-1,"['dendritic cell-gp100-MART-1 antigen vaccine', 'gp100/Mart-1-transduced dendritic cell vaccine', 'DC-gp100-MART-1']"
225ac-j591,225Ac-J591,['225Ac-J591']
poly_iclc,Poly ICLC,"['Hiltonol', 'Poly-ICLC', 'Poly ICLC']"
pf-06747775,PF-06747775,['PF-06747775']
lebrikizumab,Lebrikizumab,"['TNX-650', 'Lebrikizumab']"
sipuleucel-t,Sipuleucel-T,"['APC 8015', 'Provenge', 'Sipuleucel-T']"
lanreotide,Lanreotide,"['Lanreotide Acetate', 'Somatuline Depot', 'Lanreotide']"
rv001v,RV001V,"['RV001 vaccine', 'RV 001V', 'RV 001', 'RV001V']"
gitrl-slash-antictla4_rna_dc,GITRL/antiCTLA4 RNA DC,"['anti-CTLA-4 mAb heavy and light chain RNA/GITRL RNA-transfected autologous dendritic cell', 'anti-CTLA-4 mAb heavy and light chain RNA/GITRL RNA-transfected autologous DC', 'anti-CTLA4 MoAb RNA/GITRL RNA-transfected autologous dendritic cell vaccine', 'anti-CTLA4 mAb RNA/GITRL RNA-transfected autologous dendritic cell vaccine', 'GITRL/antiCTLA4 RNA DC']"
tqb3474,TQB3474,['TQB3474']
au-011,AU-011,"['HPV-NP AU-011', 'viral nanoparticle conjugates AU-011', 'VNC AU-011', 'human papillomavirus virus-like particles conjugated with IR700 dye AU-011', 'AU-011']"
digoxin,Digoxin,"['Dilanacin', 'Lanacordin', 'Digitek', 'Lanoxicaps', 'Digacin', 'Lanoxin', 'Mapluxin', 'Lenoxin', 'Lanicor', 'D00298', 'Digoregen', 'D004077', 'Digoxin']"
tegafur-gimeracil-oteracil_potassium,Tegafur-gimeracil-oteracil potassium,"['TS-1', 'S-1', 'S1', 'tegio', 'Teysuno', 'Tegafur-gimeracil-oteracil potassium']"
gsk3326595,GSK3326595,['GSK3326595']
medroxyprogesterone_acetate_,Medroxyprogesterone acetate,"['Clinovir', 'G-Farlutal', 'Depo-Provera', 'Perlutex', 'Provera', 'Gestapuran', 'Amen', 'Aragest', 'Ciclotal', 'Prodasone', 'Clinofem', 'Hysron', 'Sodelut G', 'Veramix', 'Depo-Clinovir', 'Farlutal', 'Medroxyprogesterone acetate']"
prt543,PRT543,"['PRT 543', 'PRT-543', 'PRT543']"
omidubicel,Omidubicel,['Omidubicel']
vinflunine,Vinflunine,"['C111217', 'Vinflunine ditartrate', 'F-12158', 'Javlor', 'D09032', 'L-0070', 'Vinflunine']"
debio0932,Debio0932,"['CUDC-305', 'CUR-0374441', 'Debio0932']"
dcp-001,DCP-001,['DCP-001']
reolysin,Reolysin,"['Pelareorep', 'ReolysinR', 'wild-type reovirus', 'Reolysin']"
4scar-psma,4SCAR-PSMA,['4SCAR-PSMA']
kin001-236,KIN001-236,['KIN001-236']
vegfr1_and_vegfr2_peptide_vaccine,VEGFR1 and VEGFR2 peptide vaccine,"['HLA-A*0201-restricted VEGFR1-VEGFR2 multipeptide vaccine', 'VEGFR1 and VEGFR2 peptide vaccine']"
brigatinib,Brigatinib,"['Alunbrig', 'AP26113', 'dual ALK/EGFR inhibitor AP26113', 'Brigatinib']"
psilocybin,Psilocybin,['Psilocybin']
kw2449,KW2449,"['KW-2449', 'KW2449']"
enoxaparin,Enoxaparin,"['Lovenox', 'Enoxaparin']"
bl-8040,BL-8040,"['BKT-140', 'BL 8040', 'BKT140', 'BL8040', 'BKT 140', 'BL-8040']"
131i-tositumomab,131I-Tositumomab,"['Anti-CD20 murine monoclonal antibody-I-131', 'Tositumomab 131 iodine', 'iodine-131 anti-B1 antibody', 'tositumomab conjugate with 131I', 'I-131 anti-B1', 'iodine-131-labeled anti-CD20 antibody', 'I-131 anti-B1 antibody', 'iodine-131 tositumomab', 'iodine-131-tositumomab', '131I-TST', 'Tositumomab iodine 131I', 'iodine-131 anti-B1 monoclonal antibody', 'tositumomab I-131', 'bexxar', '131I anti-B1', 'anti-B1 antibody I-131', 'tositumomab iodine-131', 'iodine (131I) tositumomab', '131-I-tositumomab', 'Iodine 131 tositumomab', '131-I-anti-B1 antibody', '131I-Tositumomab']"
l19-il12,L19-IL12,['L19-IL12']
avatrombopag,Avatrombopag,"['Doptelet', 'Avatrombopag']"
bms-986218,BMS-986218,['BMS-986218']
wx390,WX390,"['WXFL10030390', 'WX390']"
autologous_melanoma_tumor_cell-bcg_vaccine,Autologous melanoma tumor cell-BCG vaccine,['Autologous melanoma tumor cell-BCG vaccine']
mage-1-dot-a1_peptide,MAGE-1.A1 peptide,"['MAGE-1A1 peptide', 'MAGE1A1 peptide', 'MAGE1.A1 peptide', 'MAGE-1.A1 peptide (EADPTGHSY)', 'MAGE-1.A1 peptide']"
s65487,S65487,"['S 65487', 'S-65487', 'S65487']"
stro-001,STRO-001,['STRO-001']
bi_2536,BI 2536,"['BI2536', 'BI-2536', 'NPK33-1-98-1', 'KIN001-124', 'DEPRECATED: BI-2536', 'BI 2536']"
int230_6,INT230_6,"['INT230-6', 'INT 230-6', 'INT230_6']"
sapacitabine,Sapacitabine,"['CS-682', 'CYC682', 'Sapacitabine']"
pd_184352,PD 184352,"['CI-1040', 'PD184352', 'ATP non-competitive MEK1/2 inhibitor', 'PD 184352']"
ny-eso-1-slash-lage-1_hla_class_i-slash-ii_peptide_vaccine,NY-ESO-1/LAGE-1 HLA class I/II peptide vaccine,['NY-ESO-1/LAGE-1 HLA class I/II peptide vaccine']
oregovomab,Oregovomab,"['OvaRex', 'MOAB B43.13', 'B43.13', 'Oregovomab']"
teprotumumab,Teprotumumab,"['C551399', 'HZN 001', 'R1507', 'RG 1507', 'R-1507', 'Anti-IGF-1R antibody R1507', 'RO-4858696', 'R 1507', 'Teprotumumab']"
mrp3765_peptide_vaccine,MRP3765 peptide vaccine,"['MRP3765 peptide', 'MRP3765 peptide vaccine']"
gm2-klh,GM2-KLH,"['KLH-conjugated GM2 Ganglioside Vaccine', 'GM2-KLH vaccine', 'GM2-KLH ganglioside', 'GM2-KLH/QS-21', 'GM2-KLH']"
prexasertib,Prexasertib,"['LY2606368', 'Prexasertib']"
alitretinoin,Alitretinoin,"['9-CRA', '9-cis-retinoic acid', 'Panretin', 'Alitretinoin']"
jnk-9l,JNK-9L,"['KIN001-204', 'JNK-9L']"
degarelix,Degarelix,"['FE200486', 'Firmagon', 'asp3550', 'Degarelix']"
trovax,TroVax,"['rV-5T4 VAC', 'Recombinant modified vaccinia Ankara-5T4 vaccine', 'MVA-5T4', 'modified vaccinia Ankara encoding the tumor antigen 5T4', 'TroVax']"
pt2385,PT2385,['PT2385']
irosustat_,Irosustat,"['Oristusane', 'STX-64', 'Irosustat']"
sh003,SH003,['SH003']
qs21,QS21,"['NIAID VEU 016', 'QS-21', 'Stimulon QS-21 Adjuvant', 'QS-21 Adjuvant', 'QS21']"
cart-19-slash-bcma,CART-19/BCMA,['CART-19/BCMA']
obt076,OBT076,"['anti-CD205 antibody-drug conjugate (ADC) MEN1309/OBT076', 'ADCMEN1309/OBT076', 'OBT076']"
metarrestin,Metarrestin,"['ML 246', 'ML246', 'ML-246', 'Metarrestin']"
grapiprant,Grapiprant,"['CJ-023,423', 'RQ-00000007', 'AAT-007', 'RQ-07', 'ARY-007', 'Grapiprant']"
olmutinib,Olmutinib,"['HM61713', 'Olmutinib']"
astx295,ASTX295,"['ASTX-295', 'ASTX 295', 'ASTX295']"
leflunomide,Leflunomide,"['Arava', 'SU101', 'Leflunomide']"
mart-1-slash-dc,MART-1/DC,"['MART-1 26–35 peptide-pulsed dendritic cells', 'MART-1/DC']"
regn3767,REGN3767,"['REGN 3767', 'REGN3767']"
hg-5-113-01,HG-5-113-01,['HG-5-113-01']
calcitriol,Calcitriol,['Calcitriol']
grt-c903,GRT-C903,"['GRTC903', 'GRT C903', 'GRT-C903']"
tsa-dc_vaccine,TSA-DC vaccine,"['TSA-DC', 'Tumor Specific Antigen-loaded Dendritic Cells', 'TSA-DC vaccine']"
syha1807,SYHA1807,['SYHA1807']
as1411,AS1411,"['anti-nucleolin aptamer AS1411', 'AS1411']"
prlx_93936,PRLX 93936,"['PRLX93936', 'PRLX 93936']"
dexamethasone,Dexamethasone,['Dexamethasone']
ym201636,YM201636,"['YM-201636', 'YM201636']"
ctx130,CTX130,['CTX130']
tpiv200,TPIV200,"['TPIV200/huFR-1', 'TPIV200']"
triamcinolone,Triamcinolone,"['Aristocort', 'Kenacort', 'Nasacort', 'Aristocort A', 'AllerNaze', 'Fluoxiprednisolone', 'Kenalog', 'Triamcinolone']"
nedisertib,Nedisertib,"['M3814', 'MSC2490484A', 'MSC 2490484A', 'M 3814', 'MSC-2490484A', 'M-3814', 'Nedisertib']"
inv-1120,INV-1120,['INV-1120']
cpi-100,CPI-100,"['CPI 100', 'CPI100', 'CPI-100']"
mrg002,MRG002,['MRG002']
acetaminophen,Acetaminophen,"['Paracetamol', 'Tylenol', 'Acetaminophen']"
ak112,ak112,['ak112']
apo-hif,APO-HIF2,['APO-HIF2']
regn6569,REGN6569,['REGN6569']
docetaxel,Docetaxel,"['Taxotere injection concentrate', 'Docefrez', 'Docecad', 'Taxotere', 'Docetaxel']"
alpha_dc1,alpha DC1,"['Alpha-type-1 Polarized Dendritic Cells', 'alphaDC1', 'αDC1', 'alpha DC1']"
abbv-184,ABBV-184,['ABBV-184']
vactosertib,Vactosertib,"['TGFBR1 inhibitor TEW-7197', 'TEW7197', 'TEW-7197', 'Vactosertib']"
kn046,KN046,"['KN 046', 'KN-046', 'KN046']"
igm-2323,IGM-2323,['IGM-2323']
allogeneic_tri-functional_anti-cd19_car-nk_cells,Allogeneic tri-functional anti-CD19 CAR-NK cells,"['Allogeneic CD19-TriCAR SILK cells', 'Allogeneic CD19-TriCAR-T/SILK', 'Allogeneic CD19-TriCAR-T/SILK cells', 'Allogeneic tri-functional anti-CD19 CAR-NK cells']"
rg7112,RG7112,"['R7112', 'RO5045337', 'RG7112']"
fh535,FH535,['FH535']
hqp1351,HQP1351,['HQP1351']
vax-dc-slash-mm,VAX-DC/MM,"['Dendritic cells loaded with autologous myeloma cells irradiated with UVB', 'VAX-DC/MM']"
pvx-410_vaccine,PVX-410 vaccine,"['XBP1-US/XBP1-SP/CD138/CS1 Multipeptide Vaccine PVX-410', 'PVX-410 vaccine']"
mgc018,MGC018,['MGC018']
parvovirus_h-1,Parvovirus H-1,"['ParvOryx', 'H-1PV', 'Parvovirus H-1']"
ae37_peptide-slash-gm-csf_vaccine,AE37 peptide/GM-CSF vaccine,"['AE37', 'AE37 peptide/GM-CSF vaccine']"
amg_757,AMG 757,"['AMG757', 'AMG-757', 'AMG 757']"
ad5-slash-3-delta24,Ad5/3-delta24,"['CRAd 3/5-delta', 'Ad5/3-D24', 'conditionally replicative adenovirus 5/3-delta24', 'Ad5/3-Δ24', 'CRAd 5/3-delta24', 'Ad5/3-delta24']"
azd5363,Capivasertib,"['AZD5363', 'Capivasertib']"
vegfr1-1084_peptide_vaccine,VEGFR1-1084 peptide vaccine,['VEGFR1-1084 peptide vaccine']
anti-kras_g12v_mtcr_pbl,Anti-KRAS G12V mTCR PBL,['Anti-KRAS G12V mTCR PBL']
ulocuplumab,Ulocuplumab,"['anti-CXCR4 monoclonal antibody MDX-1338', 'BMS-936564', 'BMS 936564', 'MDX-1338', 'Ulocuplumab']"
vigil,Vigil,"['FANG', 'bi-shRNA-furin/GMCSF-expressing autologous tumor cell vaccine', 'FANG vaccine', 'FANG™', 'Vigil']"
89zr-girentuximab,89Zr-girentuximab,"['Zirconium-89 girentuximab', '89Zr-TLX250', '89Zr-girentuximab']"
nimustine,Nimustine,"['Nidran', 'Nimustine hydrochloride', 'ACNU 50', 'Nimustine']"
rg_7256,RG 7256,"['PLX3603', 'PLX-3603', 'RO5212054', 'RO-5212054', 'RG7256', 'RG 7256']"
